,age,prev_year_min_avg,career_min_avg,prev_year_competition_Currie Cup,prev_year_competition_England Championship,prev_year_competition_England Premiership,prev_year_competition_NPC,prev_year_competition_National Rugby Championship,prev_year_competition_Pro D2,prev_year_competition_Super Rugby,prev_year_competition_Top 14,prev_year_competition_United Rugby Championship,competition_Currie Cup,competition_England Championship,competition_England Premiership,competition_NPC,competition_National Rugby Championship,competition_Pro D2,competition_Super Rugby,competition_Top 14,competition_United Rugby Championship,pred
20234,0.4423076923076923,0.2875,0.39322916666666663,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20243,0.38461538461538464,0.34782608695652173,0.38232758620689655,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
20282,0.4423076923076923,0.771875,0.7928308823529412,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20289,0.36538461538461536,0.59375,0.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20291,0.36538461538461536,0.59375,0.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20311,0.4230769230769231,0.275,0.275,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
20321,0.38461538461538464,0.55625,0.73125,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20334,0.38461538461538464,0.14375,0.515625,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20351,0.4230769230769231,0.175,0.175,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
20405,0.4807692307692308,0.5710526315789474,0.6427325581395349,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20456,0.36538461538461536,0.7525000000000001,0.7525000000000001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20461,0.46153846153846156,0.9574999999999999,0.7914772727272728,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
20469,0.38461538461538464,0.39,0.5642857142857143,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
20478,0.46153846153846156,0.7598214285714285,0.7587962962962963,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20479,0.46153846153846156,0.7598214285714285,0.7587962962962963,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20490,0.4230769230769231,0.0875,0.0875,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20539,0.4230769230769231,0.4041666666666667,0.440625,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
20563,0.4807692307692308,0.8333333333333334,0.8696808510638299,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
20566,0.4807692307692308,0.8333333333333334,0.8696808510638299,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
20575,0.5,0.1625,0.5777777777777777,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20577,0.4807692307692308,0.6794642857142856,0.6022058823529413,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20581,0.4423076923076923,0.075,0.2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
20590,0.5384615384615384,0.5895833333333333,0.6605555555555556,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
20595,0.5,0.4647058823529412,0.5796153846153846,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
20599,0.46153846153846156,0.2625,0.6547794117647059,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
20621,0.4230769230769231,0.8428571428571429,0.78525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20653,0.5384615384615384,0.6212500000000001,0.694078947368421,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
20665,0.4423076923076923,0.15625,0.3458333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
20666,0.4423076923076923,0.15625,0.3458333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
20667,0.4230769230769231,0.725,0.725,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20726,0.36538461538461536,0.6727272727272727,0.6727272727272727,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20751,0.36538461538461536,0.6125,0.7130434782608696,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20782,0.36538461538461536,0.1125,0.24464285714285716,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20786,0.34615384615384615,0.2975,0.2975,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
20795,0.5384615384615384,0.7696428571428571,0.6303,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20797,0.5,0.7982954545454546,0.6213942307692307,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20806,0.38461538461538464,0.12083333333333332,0.19916666666666666,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
20824,0.4423076923076923,0.4916666666666667,0.615234375,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20825,0.4423076923076923,0.4916666666666667,0.615234375,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20826,0.4230769230769231,0.596875,0.6280172413793104,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20850,0.5,0.9152777777777779,0.8929216867469879,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
20879,0.4230769230769231,1.0,0.70625,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20880,0.40384615384615385,0.4125,0.4125,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20899,0.4807692307692308,0.7651315789473684,0.4228618421052632,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20900,0.46153846153846156,0.5368055555555555,0.30877192982456136,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20903,0.4423076923076923,0.3173076923076923,0.20352564102564102,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
20905,0.4230769230769231,0.15,0.14663461538461536,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
20927,0.5,0.965625,0.8196428571428571,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
20928,0.5,0.965625,0.8196428571428571,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20932,0.4423076923076923,0.7134615384615385,0.7891666666666667,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
20942,0.36538461538461536,0.21875,0.21875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
20948,0.4807692307692308,0.971875,0.9058333333333334,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20960,0.38461538461538464,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20991,0.4423076923076923,0.4921875,0.5809782608695653,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
20992,0.4230769230769231,0.6330882352941176,0.5996710526315789,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20995,0.40384615384615385,0.5983333333333334,0.5726190476190476,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
21005,0.40384615384615385,0.2125,0.2125,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
21040,0.40384615384615385,0.9740384615384615,0.7983695652173913,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21041,0.40384615384615385,0.9740384615384615,0.7983695652173913,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21059,0.40384615384615385,0.56875,0.4573529411764706,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21073,0.4230769230769231,0.809375,0.6791666666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21101,0.5,0.8859375,0.8791666666666667,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21102,0.4807692307692308,0.9888888888888889,0.8784810126582279,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21126,0.36538461538461536,0.8,0.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
21138,0.5192307692307693,0.7579545454545454,0.8344318181818181,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
21162,0.4807692307692308,0.8845238095238095,0.6111363636363636,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21237,0.4807692307692308,0.9193749999999999,0.6884615384615385,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21238,0.4807692307692308,0.9193749999999999,0.6884615384615385,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21241,0.4423076923076923,0.35,0.29,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
21242,0.4423076923076923,0.35,0.29,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
21258,0.4807692307692308,0.16499999999999998,0.8345930232558139,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
21259,0.46153846153846156,0.8975,0.9226973684210525,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21290,0.5,0.4208333333333333,0.49107142857142855,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
21311,0.4230769230769231,0.9475,0.7409482758620689,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21372,0.4423076923076923,0.9552631578947368,0.7113372093023256,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21374,0.4230769230769231,0.440625,0.5182291666666667,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
21377,0.40384615384615385,0.6599999999999999,0.5337500000000001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21394,0.46153846153846156,0.6710227272727273,0.6155405405405405,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21412,0.5,0.775,0.775,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
21431,0.40384615384615385,0.46171875,0.46171875,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21452,0.40384615384615385,0.23500000000000001,0.309375,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
21459,0.46153846153846156,0.3375,0.3375,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
21494,0.46153846153846156,0.7705882352941177,0.6542763157894738,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21497,0.4230769230769231,0.50625,0.50625,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
21528,0.34615384615384615,0.94375,0.94375,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21537,0.4807692307692308,0.8458333333333334,0.778921568627451,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
21545,0.4230769230769231,0.5958333333333333,0.5958333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21562,0.36538461538461536,0.1,0.1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
21593,0.38461538461538464,0.44765625,0.4244791666666667,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
21594,0.38461538461538464,0.44765625,0.4244791666666667,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
21602,0.4230769230769231,0.2125,0.2875,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
21618,0.40384615384615385,0.21875,0.26875,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
21626,0.36538461538461536,0.4020833333333333,0.36428571428571427,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
21627,0.34615384615384615,0.1375,0.1375,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
21632,0.5769230769230769,0.6950000000000001,0.6280172413793104,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21633,0.5576923076923077,0.6383928571428571,0.6216981132075472,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
21646,0.46153846153846156,0.94375,0.94375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21712,0.46153846153846156,0.6174999999999999,0.5769642857142857,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21715,0.46153846153846156,0.6174999999999999,0.5769642857142857,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21716,0.4423076923076923,0.838125,0.5702083333333333,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21725,0.38461538461538464,0.07083333333333333,0.07083333333333333,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
21727,0.38461538461538464,0.07083333333333333,0.07083333333333333,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
21750,0.5192307692307693,1.0,0.9680232558139534,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21777,0.38461538461538464,0.3013888888888889,0.3013888888888889,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
21822,0.46153846153846156,0.9194444444444445,0.9194444444444445,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21882,0.4807692307692308,0.28500000000000003,0.5348684210526315,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
21884,0.4423076923076923,0.726388888888889,0.726388888888889,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
21886,0.5192307692307693,1.0,0.8473214285714287,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
21899,0.38461538461538464,0.76875,0.76875,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21911,0.5,0.6291666666666667,0.7453125,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
21921,0.4423076923076923,0.684375,0.75,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
21926,0.40384615384615385,0.5375,0.5375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
21932,0.5576923076923077,0.93,0.8845588235294117,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21933,0.5384615384615384,0.8845588235294117,0.8813811188811188,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21941,0.4807692307692308,0.9875,0.8670058139534884,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21942,0.46153846153846156,0.8708333333333333,0.8511513157894737,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21950,0.40384615384615385,1.0,0.9278846153846153,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21963,0.4807692307692308,0.146875,0.27375,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
22000,0.4423076923076923,0.8276315789473685,0.8679054054054054,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
22021,0.4230769230769231,0.8949999999999999,0.7573717948717948,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
22022,0.4230769230769231,0.8949999999999999,0.7573717948717948,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
22037,0.34615384615384615,0.825,0.825,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22054,0.38461538461538464,0.8979166666666666,0.9057692307692309,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22055,0.36538461538461536,1.0,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22094,0.5192307692307693,0.6547619047619048,0.6685546875,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
22097,0.5,0.6859375,0.6712616822429907,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22114,0.38461538461538464,0.58125,0.58125,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22129,0.46153846153846156,0.6916666666666667,0.841,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
22132,0.4230769230769231,0.9383928571428571,0.9043749999999999,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
22143,0.5192307692307693,0.8375,0.8975892857142858,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22186,0.4423076923076923,0.8545454545454545,0.7317307692307693,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22217,0.5384615384615384,0.334375,0.690036231884058,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
22231,0.6153846153846154,0.9111111111111111,0.8287581699346406,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22232,0.5961538461538461,0.9295454545454545,0.8236111111111111,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22242,0.5,1.0,0.8037828947368422,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
22247,0.4423076923076923,0.8701923076923077,0.7838414634146342,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
22283,0.4423076923076923,0.9949999999999999,0.9094155844155845,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22295,0.34615384615384615,1.0,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22366,0.4807692307692308,0.8660714285714286,0.5451704545454545,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22374,0.4807692307692308,0.946875,0.7347222222222223,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22376,0.46153846153846156,0.14375,0.6741071428571429,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
22382,0.40384615384615385,0.4416666666666667,0.4416666666666667,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
22391,0.4807692307692308,0.898076923076923,0.8396341463414634,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
22429,0.46153846153846156,0.3416666666666667,0.35852272727272727,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
22430,0.4423076923076923,0.125,0.3611842105263158,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
22431,0.4230769230769231,0.38333333333333336,0.37430555555555556,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22464,0.36538461538461536,0.703125,0.703125,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
22475,0.46153846153846156,0.30416666666666664,0.4425,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
22501,0.5192307692307693,0.4892857142857143,0.5408536585365853,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
22533,0.4807692307692308,0.6961538461538461,0.6961538461538461,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
22541,0.5,0.82875,0.5097355769230769,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22543,0.4807692307692308,0.74125,0.47579787234042553,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22577,0.46153846153846156,0.7821428571428571,0.6711538461538462,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
22578,0.46153846153846156,0.7821428571428571,0.6711538461538462,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
22624,0.5384615384615384,0.8970238095238094,0.8160714285714287,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22625,0.5192307692307693,0.7666666666666667,0.7755952380952381,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
22632,0.46153846153846156,0.49375,0.49375,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
22656,0.4807692307692308,0.8722222222222221,0.6053571428571429,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22661,0.4230769230769231,0.1125,0.321875,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
22670,0.40384615384615385,1.0,0.86875,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22671,0.38461538461538464,0.2125,0.2125,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
22686,0.5192307692307693,0.40750000000000003,0.6170886075949367,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
22688,0.5,0.44431818181818183,0.647463768115942,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
22721,0.5384615384615384,0.6017857142857144,0.6158854166666667,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22740,0.4423076923076923,0.8107142857142857,0.8107142857142857,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22762,0.4230769230769231,0.8805555555555555,0.7721428571428571,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22763,0.40384615384615385,0.9017857142857142,0.6573529411764706,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22781,0.4230769230769231,0.2125,0.8556818181818182,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
22784,0.38461538461538464,0.8305555555555555,0.8316666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
22814,0.5,0.5302631578947368,0.424780701754386,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
22874,0.38461538461538464,0.6125,0.2833333333333333,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22891,0.4807692307692308,0.9425000000000001,0.8496323529411764,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
22926,0.4230769230769231,0.89375,0.871774193548387,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
22933,0.5769230769230769,0.4666666666666667,0.7949013157894738,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
22961,0.5384615384615384,0.8270833333333334,0.7625,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
23014,0.38461538461538464,0.6775,0.85,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23021,0.4423076923076923,0.38125,0.5541666666666667,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
23022,0.4230769230769231,0.6454545454545454,0.640625,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
23042,0.5,0.8988095238095237,0.7906645569620253,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23066,0.5,0.8652777777777778,0.9388297872340425,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23096,0.5961538461538461,0.7710526315789473,0.6192796610169491,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23133,0.5576923076923077,0.823076923076923,0.9054133858267717,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
23145,0.46153846153846156,0.3375,0.8833333333333334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
23147,0.4230769230769231,0.8625,0.8357142857142857,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
23170,0.38461538461538464,0.59375,0.475,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23174,0.36538461538461536,0.296875,0.296875,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
23184,0.5769230769230769,0.85625,0.9091019417475728,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
23191,0.5192307692307693,0.9173076923076924,0.8727272727272727,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
23211,0.5192307692307693,0.7375,0.5852459016393443,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
23212,0.5192307692307693,0.7375,0.5852459016393443,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
23213,0.5,0.1875,0.5716517857142857,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
23217,0.4423076923076923,0.6222222222222222,0.5870535714285714,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23257,0.40384615384615385,0.32916666666666666,0.2625,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
23300,0.34615384615384615,0.3,0.3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
23308,0.4230769230769231,0.62,0.62,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
23323,0.4230769230769231,0.8972222222222221,0.8738095238095237,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23327,0.38461538461538464,0.8233333333333333,0.8233333333333333,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23349,0.4230769230769231,0.45,0.45,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
23353,0.5192307692307693,0.903125,0.8107371794871796,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
23370,0.4230769230769231,0.275,0.24423076923076925,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
23406,0.4807692307692308,0.98375,0.878125,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
23417,0.40384615384615385,0.96,0.96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23434,0.36538461538461536,0.8640625,0.8640625,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23469,0.5576923076923077,0.4875,0.7407051282051282,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
23470,0.5576923076923077,0.4875,0.7407051282051282,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
23471,0.5384615384615384,0.7044642857142857,0.74908940397351,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
23484,0.38461538461538464,0.52265625,0.4892857142857143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23491,0.5384615384615384,0.7779411764705882,0.8286637931034482,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
23502,0.40384615384615385,0.3625,0.2875,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
23517,0.4423076923076923,0.7,0.7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23541,0.4807692307692308,0.5625,0.4738636363636363,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23544,0.4230769230769231,0.225,0.475,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
23547,0.38461538461538464,0.35,0.35,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
23564,0.40384615384615385,0.515625,0.3421875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23568,0.38461538461538464,0.1,0.16875,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
