,age,prev_year_min_avg,career_min_avg,prev_year_competition_Currie Cup,prev_year_competition_England Championship,prev_year_competition_England Premiership,prev_year_competition_NPC,prev_year_competition_National Rugby Championship,prev_year_competition_Pro D2,prev_year_competition_Super Rugby,prev_year_competition_Top 14,prev_year_competition_United Rugby Championship,competition_Currie Cup,competition_England Championship,competition_England Premiership,competition_NPC,competition_National Rugby Championship,competition_Pro D2,competition_Super Rugby,competition_Top 14,competition_United Rugby Championship,pred
35692,0.5961538461538461,0.8278846153846153,0.8050925925925926,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
35713,0.5384615384615384,0.72,0.8764285714285714,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
35714,0.5384615384615384,0.72,0.8764285714285714,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35749,0.38461538461538464,0.7224999999999999,0.7224999999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35761,0.38461538461538464,0.29500000000000004,0.29500000000000004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
35774,0.4423076923076923,0.9319444444444445,0.9319444444444445,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35781,0.5192307692307693,0.7125,0.595905172413793,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
35783,0.4807692307692308,0.5479166666666667,0.38080357142857146,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
35787,0.4423076923076923,0.50625,0.3015625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35807,0.36538461538461536,0.91875,0.91875,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35843,0.46153846153846156,0.8150000000000001,0.7611742424242424,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35852,0.38461538461538464,0.915,0.915,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35855,0.4423076923076923,1.0,0.784375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35862,0.4230769230769231,0.9291666666666666,0.7164634146341464,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35868,0.36538461538461536,0.9046875,0.9046875,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35873,0.38461538461538464,0.7708333333333333,0.7708333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35885,0.38461538461538464,0.7203125,0.6472222222222223,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35895,0.40384615384615385,0.734375,0.515625,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35901,0.5961538461538461,0.709375,0.6165396341463414,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
35906,0.5576923076923077,0.6066666666666667,0.6129111842105263,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
35922,0.4230769230769231,0.11964285714285713,0.11964285714285713,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
35935,0.4423076923076923,0.646875,0.646875,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
35936,0.4423076923076923,0.646875,0.646875,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
35956,0.38461538461538464,0.8022727272727274,0.8022727272727274,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35991,0.4230769230769231,0.075,0.2578947368421053,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
35995,0.38461538461538464,0.0975,0.0975,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
35998,0.4423076923076923,0.8800000000000001,0.8800000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36008,0.5384615384615384,0.6875,0.6395833333333333,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
36014,0.46153846153846156,0.465,0.45625,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
36017,0.4230769230769231,0.39166666666666666,0.39166666666666666,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
36022,0.5192307692307693,0.1625,0.523611111111111,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
36023,0.5,0.56875,0.56875,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36030,0.4230769230769231,0.7125,0.6525862068965517,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36034,0.38461538461538464,0.1375,0.1375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
36043,0.4423076923076923,0.9736111111111111,0.618,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36052,0.40384615384615385,0.26875,0.2683333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
36060,0.6153846153846154,0.6328125,0.8140813253012048,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
36072,0.5192307692307693,0.81796875,0.7403409090909091,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
36094,0.5192307692307693,0.5102272727272728,0.38632075471698113,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36097,0.4807692307692308,0.635,0.4184523809523809,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36110,0.4423076923076923,0.9527777777777778,0.8730263157894737,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36124,0.40384615384615385,0.69375,0.646875,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36142,0.5576923076923077,0.784375,0.8154958677685951,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36146,0.5192307692307693,0.9596153846153846,0.7963315217391305,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
36155,0.36538461538461536,0.075,0.075,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
36161,0.40384615384615385,0.525,0.5958333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36164,0.36538461538461536,0.371875,0.371875,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36167,0.4230769230769231,0.3375,0.4614583333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
36171,0.4423076923076923,0.73125,0.5925,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36177,0.40384615384615385,0.6487499999999999,0.45859375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36209,0.4423076923076923,0.31666666666666665,0.31666666666666665,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
36218,0.38461538461538464,0.8208333333333334,0.8958333333333334,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36245,0.4423076923076923,0.4909090909090909,0.4205645161290323,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36250,0.5576923076923077,0.5583333333333333,0.6119959677419355,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
36255,0.5192307692307693,0.6955357142857144,0.6146017699115045,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
36271,0.46153846153846156,0.505,0.6378205128205129,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36276,0.38461538461538464,0.5392857142857144,0.521875,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36299,0.40384615384615385,0.913888888888889,0.913888888888889,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36308,0.4423076923076923,0.6208333333333333,0.55625,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36334,0.38461538461538464,1.0,0.9196428571428571,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36379,0.36538461538461536,0.075,0.075,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
36382,0.4230769230769231,0.34285714285714286,0.29010416666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36396,0.38461538461538464,0.7767857142857143,0.7767857142857143,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36409,0.38461538461538464,0.725,0.875,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36415,0.4423076923076923,0.8421875,0.8421875,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36420,0.38461538461538464,0.9375,0.6602272727272728,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36427,0.46153846153846156,0.9694444444444444,0.8940789473684211,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36443,0.38461538461538464,0.36875,0.36875,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36453,0.36538461538461536,0.80625,0.6958333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36461,0.46153846153846156,0.75625,0.7625,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36471,0.4807692307692308,0.975,0.975,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
36488,0.36538461538461536,0.1125,0.1125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
36494,0.5192307692307693,0.8715909090909092,0.8410560344827586,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36535,0.5384615384615384,0.8694444444444445,0.8219594594594595,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36547,0.4230769230769231,0.8180555555555555,0.7733695652173913,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36551,0.46153846153846156,0.6791666666666667,0.6320652173913044,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
36562,0.38461538461538464,0.6125,0.653125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36595,0.5769230769230769,0.6900000000000001,0.725,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
36606,0.5,0.79375,0.6924382716049383,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36613,0.4230769230769231,0.8708333333333333,0.8708333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36642,0.5,0.634375,0.7135044642857143,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
36646,0.46153846153846156,0.9465277777777779,0.830048076923077,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
36655,0.6153846153846154,0.73125,0.8775862068965518,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36657,0.5961538461538461,0.9364583333333334,0.8796328671328671,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
36686,0.38461538461538464,0.41607142857142854,0.41607142857142854,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36698,0.38461538461538464,0.975,0.6799999999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36709,0.38461538461538464,0.1625,0.265625,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
36730,0.36538461538461536,0.1,0.1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
36755,0.38461538461538464,0.9714285714285713,0.8013888888888889,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36865,0.6538461538461539,0.8785714285714287,0.8640151515151515,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36868,0.6538461538461539,0.8785714285714287,0.8640151515151515,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36869,0.6346153846153846,0.9704545454545455,0.8600961538461538,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
36933,0.4230769230769231,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37050,0.5,0.5645833333333333,0.5645833333333333,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
37168,0.38461538461538464,0.60625,0.60625,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
37206,0.5384615384615384,0.615625,0.495,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
37247,0.4807692307692308,0.54,0.5112745098039215,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
37345,0.4807692307692308,0.45,0.540625,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
37347,0.4807692307692308,0.45,0.540625,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
37348,0.46153846153846156,0.5708333333333333,0.5708333333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37540,0.46153846153846156,0.28125,0.59296875,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
37641,0.5576923076923077,0.4604166666666667,0.517361111111111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
38069,0.4230769230769231,0.7723214285714286,0.7723214285714286,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
38095,0.4423076923076923,0.8972222222222221,0.7514705882352941,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38163,0.5576923076923077,0.3153846153846154,0.3153846153846154,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
39140,0.6153846153846154,0.278125,0.5047222222222223,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
39146,0.5576923076923077,0.4083333333333333,0.2694444444444445,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
39547,0.5769230769230769,0.89375,0.9165909090909091,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
39552,0.5384615384615384,1.0,0.9101190476190476,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
39558,0.4807692307692308,1.0,0.6333333333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39706,0.5192307692307693,0.7488636363636363,0.7150862068965517,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
41067,0.4230769230769231,0.8447916666666666,0.8447916666666666,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41270,0.4423076923076923,0.9920454545454545,0.9920454545454545,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41314,0.4807692307692308,0.70375,0.7806603773584906,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
41318,0.4423076923076923,0.925,0.8666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41453,0.46153846153846156,0.6472222222222223,0.7573717948717948,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
41459,0.40384615384615385,0.684375,0.6159722222222223,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41498,0.4230769230769231,0.2767857142857143,0.2767857142857143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
41504,0.5961538461538461,0.8125,0.8476190476190476,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
41514,0.4807692307692308,0.9275,0.8604591836734693,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
41534,0.5192307692307693,0.7471153846153846,0.8361940298507463,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
41540,0.4807692307692308,0.9388888888888889,0.8724358974358974,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41565,0.4423076923076923,0.6666666666666667,0.6579545454545455,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41572,0.36538461538461536,0.6829545454545454,0.6829545454545454,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41599,0.40384615384615385,0.475,0.4527777777777778,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41606,0.5,0.9823529411764707,0.8220588235294117,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
41648,0.6346153846153846,0.5916666666666667,0.4774038461538462,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
41668,0.5192307692307693,0.9,0.58125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41671,0.4807692307692308,0.54625,0.471,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41689,0.46153846153846156,1.0,0.8708333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41690,0.4423076923076923,1.0,0.35416666666666663,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
41705,0.4807692307692308,0.865,0.677027027027027,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41732,0.46153846153846156,0.6425,0.69375,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
41752,0.40384615384615385,0.425,0.425,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41783,0.5769230769230769,0.9714285714285713,0.9111795774647888,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41788,0.5,0.925,0.9138613861386139,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
41812,0.6153846153846154,0.671875,0.825,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
41815,0.5769230769230769,0.9363095238095237,0.8399553571428571,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
41817,0.5769230769230769,0.9363095238095237,0.8399553571428571,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
41818,0.5576923076923077,0.8525,0.8177197802197803,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
41829,0.46153846153846156,0.7308823529411764,0.7308823529411764,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
41847,0.4423076923076923,0.97875,0.9441666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41887,0.5769230769230769,0.765,0.8333333333333334,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
41897,0.46153846153846156,0.62109375,0.7156976744186047,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
41912,0.5769230769230769,0.8166666666666667,0.8914808917197453,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
41919,0.5,0.878125,0.8774390243902438,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
41922,0.46153846153846156,0.9819444444444445,0.8715163934426229,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
41941,0.4423076923076923,0.3260416666666667,0.3260416666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
41959,0.46153846153846156,0.85,0.8857142857142858,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
41964,0.4230769230769231,0.915,0.82875,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
42023,0.5192307692307693,0.8166666666666667,0.894811320754717,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42026,0.4807692307692308,0.9675,0.903225806451613,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42027,0.4807692307692308,0.9675,0.903225806451613,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42049,0.46153846153846156,0.65,0.7506578947368421,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
42067,0.38461538461538464,0.22083333333333335,0.22083333333333335,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
42151,0.40384615384615385,0.79125,0.5925,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42176,0.4423076923076923,0.1875,0.7411290322580645,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
42178,0.4230769230769231,0.85625,0.7595833333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42181,0.38461538461538464,0.7652777777777777,0.7131944444444445,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42268,0.5384615384615384,0.8426470588235293,0.8248949579831933,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
42279,0.4423076923076923,0.9337500000000001,0.9337500000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42386,0.40384615384615385,0.55,0.55,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
42404,0.5,0.9432692307692309,0.8409438775510203,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
42425,0.4423076923076923,0.9516666666666668,0.7424999999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
42486,0.5576923076923077,0.54375,0.8147260273972602,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
42524,0.36538461538461536,1.0,0.5475,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42677,0.4423076923076923,0.8425,0.7018518518518518,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42680,0.40384615384615385,0.52625,0.52625,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42698,0.5,0.9425000000000001,0.7619791666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42699,0.4807692307692308,0.1875,0.6330357142857144,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
42700,0.46153846153846156,0.8291666666666666,0.7072916666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42890,0.36538461538461536,0.9737500000000001,0.9737500000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
43168,0.5576923076923077,0.9275,0.8481638418079097,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
43170,0.5576923076923077,0.9275,0.8481638418079097,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
43174,0.5192307692307693,0.9330882352941176,0.8171099290780142,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
43192,0.38461538461538464,0.7365384615384615,0.7365384615384615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
43504,0.4423076923076923,0.9846153846153847,0.9451612903225806,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
43800,0.4423076923076923,0.9169642857142858,0.8069711538461538,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
43906,0.4230769230769231,0.9591666666666667,0.9591666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
43929,0.5961538461538461,0.74375,0.704861111111111,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
43936,0.5384615384615384,0.9828125,0.6853571428571429,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
43969,0.4807692307692308,0.128125,0.6393939393939394,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
43982,0.5,0.6458333333333333,0.5470588235294118,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
43984,0.4807692307692308,0.875,0.5375,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
43986,0.46153846153846156,0.29027777777777775,0.4565,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
43990,0.4230769230769231,0.6515625,0.6515625,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
43992,0.4230769230769231,0.6515625,0.6515625,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44014,0.5,0.8819444444444444,0.9617647058823529,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
44029,0.4807692307692308,0.7025,0.7025,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44108,0.34615384615384615,0.58125,0.58125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44157,0.38461538461538464,0.2125,0.2125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
44190,0.4423076923076923,0.7975,0.4546875,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
44217,0.5,0.55,0.5810483870967742,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
44347,0.5961538461538461,0.6625,0.7732758620689655,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
44359,0.46153846153846156,0.9724999999999999,0.7322916666666667,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
44404,0.5192307692307693,0.7568181818181818,0.8081521739130435,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
44435,0.4230769230769231,0.32045454545454544,0.5583333333333333,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
44486,0.4423076923076923,0.8660714285714286,0.74125,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44487,0.4423076923076923,0.8660714285714286,0.74125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44661,0.40384615384615385,0.7224999999999999,0.7224999999999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44665,0.5,1.0,0.9106971153846153,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
44670,0.46153846153846156,0.9321428571428572,0.9042105263157895,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
44679,0.36538461538461536,0.91375,0.91375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44692,0.6153846153846154,0.5020833333333333,0.5981927710843373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
44711,0.4807692307692308,0.3729166666666667,0.5814285714285714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
44712,0.46153846153846156,0.6375,0.6245689655172414,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
44715,0.4423076923076923,0.5671875,0.6166666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
44748,0.4807692307692308,0.7397727272727272,0.7144999999999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44749,0.46153846153846156,0.190625,0.6946428571428571,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
44750,0.4423076923076923,0.89625,0.89625,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44870,0.5,0.76875,0.7902173913043479,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44874,0.4423076923076923,0.7833333333333333,0.7833333333333333,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
44972,0.5192307692307693,0.9566176470588236,0.94375,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
45093,0.40384615384615385,0.9017857142857142,0.9017857142857142,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
